Task Order	JobNo	Emp No.	Trans Date	Hours
Delta	00011000000	586791	10/31/2018	7.25
Delta	00011000000	586791	10/31/2018	10
Delta	00011000000	586791	12/15/2018	15
Delta	00011000000	586791	10/15/2018	9
Delta	00011000000	586791	9/30/2018	10
Delta	00011000000	586791	9/15/2018	7
Delta	00011000000	586791	1/15/2019	10
Delta	00011000000	586791	10/31/2018	-10
Delta	00011000000	587502	10/15/2018	46
Delta	00011000000	587502	10/31/2018	2
Delta	00011000000	587502	10/31/2018	4
Delta	00011000000	587502	10/31/2018	32
Delta	00011000000	587502	11/15/2018	31.5
Delta	00011000000	587502	11/30/2018	40.25
Delta	00011000000	587502	12/15/2018	52.5
Delta	00011000000	587502	12/31/2018	22.25
Delta	00011000000	587502	1/15/2019	47.5
Delta	00011000000	587502	8/15/2018	3
Delta	00011000000	587502	8/31/2018	9
Delta	00011000000	587502	8/31/2018	9
Delta	00011000000	587502	9/15/2018	56
Delta	00011000000	587502	9/30/2018	55.5
Delta	00011000000	587502	10/15/2018	4
Delta	00011000000	589661	12/15/2018	28
Delta	00011000000	589661	11/30/2018	45.5
Delta	00011000000	589661	12/31/2018	9
Delta	00011000000	589661	12/31/2018	64
Delta	00011000000	589661	1/15/2019	27
Delta	00011000000	589661	1/15/2019	50.5
Delta	00011000000	589661	9/15/2018	11
Delta	00011000000	589661	9/15/2018	21
Delta	00011000000	589661	9/30/2018	29
Delta	00011000000	589661	9/30/2018	51
Delta	00011000000	589661	10/15/2018	27
Delta	00011000000	589661	10/15/2018	53
Delta	00011000000	589661	10/31/2018	42
Delta	00011000000	589661	10/31/2018	45
Delta	00011000000	589661	11/15/2018	6
Delta	00011000000	589661	11/15/2018	37
Delta	00011000000	589661	11/30/2018	35
Delta	00011000000	589661	12/15/2018	52
Delta	00011000000	592288	9/15/2018	3
Delta	00011000000	592288	9/15/2018	10.5
Delta	00011000000	592288	1/15/2019	19.5
Delta	00011000000	592288	9/30/2018	36
Delta	00011000000	592288	10/15/2018	14
Delta	00011000000	592288	10/15/2018	26
Delta	00011000000	592288	10/31/2018	15
Delta	00011000000	592288	10/31/2018	16
Delta	00011000000	592288	11/15/2018	8
Delta	00011000000	592288	11/15/2018	27
Delta	00011000000	592288	11/30/2018	3
Delta	00011000000	592288	11/30/2018	33
Delta	00011000000	592288	12/15/2018	6
Delta	00011000000	592288	12/15/2018	10.5
Delta	00011000000	592288	12/15/2018	24.5
Delta	00011000000	592288	12/31/2018	14
Delta	00011000000	592838	12/31/2018	8
Delta	00011000000	592838	12/15/2018	4
Delta	00011000000	595823	12/31/2018	1
Delta	00011000000	595823	12/15/2018	6
Delta	00011000000	595823	12/15/2018	1
Delta	00011000000	595823	11/30/2018	3.5
Delta	00011000000	595823	11/30/2018	2.5
Delta	00011000000	595823	11/15/2018	8.5
Delta	00011000000	595823	11/15/2018	2
Delta	00011000000	595823	11/15/2018	0.5
Delta	00011000000	595823	10/31/2018	2.5
Delta	00011000000	595823	10/31/2018	1.5
Delta	00011000000	595823	10/31/2018	1
Delta	00011000000	595823	10/15/2018	35
Delta	00011000000	595823	10/15/2018	28
Delta	00011000000	595823	9/30/2018	38.5
Delta	00011000000	595823	9/30/2018	35
Delta	00011000000	595823	9/15/2018	15
Delta	00011000000	595823	9/15/2018	16.5
Delta	00011000000	599683	11/30/2018	9
Delta	00011000000	599683	11/30/2018	3
Delta	00011000000	599683	12/15/2018	51
Delta	00011000000	599683	12/31/2018	28
Delta	00011000000	599683	1/15/2019	54
Delta	00011000000	599683	11/30/2018	3
Delta	00011000000	599683	11/15/2018	17
Delta	00011000000	599683	11/15/2018	4
Delta	00011000000	599683	11/15/2018	3
Delta	00011000000	599683	11/15/2018	2
Delta	00011000000	599683	11/15/2018	2
Delta	00011000000	599683	10/31/2018	23
Delta	00011000000	599683	10/31/2018	14
Delta	00011000000	599683	10/31/2018	2
Delta	00011000000	599683	10/31/2018	-80
Delta	00011000000	599683	10/31/2018	80
Delta	00011000000	599683	10/15/2018	75
Delta	00011000000	599683	9/30/2018	80
Delta	00011000000	599683	9/15/2018	71.5
Delta	00011000000	599683	8/31/2018	24
Delta	00011000000	599683	11/30/2018	39
Delta	00011000000	599961	12/15/2018	-33
Delta	00011000000	599961	12/15/2018	33
Delta	00011000000	599961	12/15/2018	-8
Delta	00011000000	599961	12/15/2018	8
Delta	00011000000	599961	12/15/2018	14
Delta	00011000000	599961	12/15/2018	-4
Delta	00011000000	599961	12/15/2018	4
Delta	00011000000	599961	12/15/2018	-21
Delta	00011000000	599961	12/15/2018	21
Delta	00011000000	599961	12/15/2018	-16
Delta	00011000000	599961	12/15/2018	16
Delta	00011000000	599961	12/15/2018	-1
Delta	00011000000	599961	12/15/2018	1
Delta	00011000000	599961	12/15/2018	3
Delta	00011000000	599961	12/15/2018	17
Delta	00011000000	599961	12/15/2018	20
Delta	00011000000	599961	12/31/2018	8
Delta	00011000000	599961	12/31/2018	32
Delta	00011000000	599961	1/15/2019	16
Delta	00011000000	599961	1/15/2019	24
Delta	00011000000	599961	9/15/2018	12
Delta	00011000000	599961	9/15/2018	20
Delta	00011000000	599961	9/30/2018	18
Delta	00011000000	599961	9/30/2018	12
Delta	00011000000	599961	9/30/2018	18
Delta	00011000000	599961	10/15/2018	8
Delta	00011000000	599961	10/15/2018	33
Delta	00011000000	599961	10/31/2018	4
Delta	00011000000	599961	10/31/2018	14
Delta	00011000000	599961	10/31/2018	29
Delta	00011000000	599961	11/15/2018	1
Delta	00011000000	599961	11/15/2018	16
Delta	00011000000	599961	11/15/2018	21
Delta	00011000000	599961	11/30/2018	18
Delta	00011000000	599961	11/30/2018	26
Delta	00011000000	599961	12/15/2018	-29
Delta	00011000000	599961	12/15/2018	29
Delta	00011000000	599961	12/15/2018	-14
Delta	00011000000	599961	12/15/2018	-26
Delta	00011000000	599961	12/15/2018	26
Delta	00011000000	599961	12/15/2018	-18
Delta	00011000000	599961	12/15/2018	18
Delta	00011000000	599961	12/15/2018	-18
Delta	00011000000	599961	12/15/2018	18
Delta	00011000000	599961	12/15/2018	-20
Delta	00011000000	599961	12/15/2018	20
Delta	00011000000	599961	12/15/2018	-12
Delta	00011000000	599961	12/15/2018	12
Delta	00011000000	599961	12/15/2018	-18
Delta	00011000000	599961	12/15/2018	18
Delta	00011000000	599961	12/15/2018	-12
Delta	00011000000	599961	12/15/2018	12
Delta	00011000000	600219	1/15/2019	21
Delta	00011000000	600219	9/30/2018	75
Delta	00011000000	600219	12/31/2018	13.5
Delta	00011000000	600219	12/15/2018	24.5
Delta	00011000000	600219	11/30/2018	8.5
Delta	00011000000	600219	11/30/2018	1.25
Delta	00011000000	600219	11/30/2018	1
Delta	00011000000	600219	11/15/2018	14.5
Delta	00011000000	600219	11/15/2018	8
Delta	00011000000	600219	11/15/2018	3.75
Delta	00011000000	600219	11/15/2018	3
Delta	00011000000	600219	10/31/2018	27.75
Delta	00011000000	600219	10/31/2018	-75
Delta	00011000000	600219	10/31/2018	75
Delta	00011000000	600219	10/15/2018	38.75
Delta	00011000000	600219	1/15/2019	1.25
Delta	00011000000	600734	12/31/2018	8.5
Delta	00011000000	600734	12/31/2018	16.75
Delta	00011000000	600734	12/15/2018	35
Delta	00011000000	600734	12/15/2018	4
Delta	00011000000	600734	11/30/2018	16.5
Delta	00011000000	600734	11/30/2018	12
Delta	00011000000	600734	11/15/2018	47.5
Delta	00011000000	600734	11/15/2018	4
Delta	00011000000	600734	10/31/2018	64.5
Delta	00011000000	600734	1/15/2019	2
Delta	00011000000	600734	1/15/2019	7
Delta	00011000000	600883	10/31/2018	42.5
Delta	00011000000	600883	12/31/2018	42
Delta	00011000000	600883	10/15/2018	7
Delta	00011000000	600883	10/15/2018	15
Delta	00011000000	600883	1/15/2019	30.5
Delta	00011000000	600883	1/15/2019	52.75
Delta	00011000000	600883	12/31/2018	20.5
Delta	00011000000	600883	12/15/2018	24
Delta	00011000000	600883	12/15/2018	16
Delta	00011000000	600883	11/30/2018	37.75
Delta	00011000000	600883	11/30/2018	16.5
Delta	00011000000	600883	11/15/2018	54.25
Delta	00011000000	600883	10/31/2018	48
Delta	00011000000	600883	11/15/2018	16.25
Delta	00011000000	600939	12/15/2018	29.5
Delta	00011000000	600939	11/15/2018	41
Delta	00011000000	600939	11/30/2018	8
Delta	00011000000	601838	12/31/2018	38
Delta	00011000000	601838	12/31/2018	34.5
Delta	00011000000	601838	11/30/2018	10
Delta	00011000000	601838	12/15/2018	75
Delta	00011000000	601838	1/15/2019	52.5
Delta	00011000000	601838	1/15/2019	28.5
Delta	00011000000	601842	12/31/2018	75
Delta	00011000000	601842	1/15/2019	85
Delta	00011000000	601842	12/15/2018	40
Delta	00011000000	601842	12/15/2018	2
Delta	00011000000	601926	1/15/2019	2.75
Delta	00011000000	601926	12/31/2018	18.25
Delta	00011000000	601926	12/31/2018	3.75
Delta	00011000000	601926	1/15/2019	5.5
Delta	00011000000	602234	1/15/2019	8
Delta	00011000000	602338	1/15/2019	16
Delta	00011000000	602400	1/15/2019	2
Delta	00011000000	505684	8/15/2018	1
Delta	00011000000	505684	8/31/2018	6.5
Delta	00011000000	505684	9/15/2018	3.5
Delta	00011000000	505684	9/15/2018	5
Delta	00011000000	505684	9/30/2018	4
Delta	00011000000	505684	10/15/2018	2.5
Delta	00011000000	505684	10/15/2018	2.5
Delta	00011000000	505684	10/31/2018	4
Delta	00011000000	505684	10/31/2018	-4
Delta	00011000000	505684	10/31/2018	1
Delta	00011000000	505684	10/31/2018	2
Delta	00011000000	505684	11/15/2018	1.5
Delta	00011000000	505684	11/15/2018	2
Delta	00011000000	505684	11/30/2018	1
Delta	00011000000	505684	11/30/2018	2.5
Delta	00011000000	505684	12/15/2018	3.5
Delta	00011000000	505684	12/15/2018	7
Delta	00011000000	505684	12/31/2018	1
Delta	00011000000	505684	12/31/2018	3
Delta	00011000000	505684	1/15/2019	0.5
Delta	00011000000	505684	1/15/2019	0.5
Delta	00011000000	511852	8/31/2018	36
Delta	00011000000	511852	11/15/2018	25
Delta	00011000000	511852	1/15/2019	11
Delta	00011000000	511852	12/31/2018	4
Delta	00011000000	511852	12/15/2018	18
Delta	00011000000	511852	9/15/2018	8
Delta	00011000000	511852	9/30/2018	40
Delta	00011000000	511852	10/15/2018	29
Delta	00011000000	511852	10/31/2018	20
Delta	00011000000	511852	11/30/2018	30
Delta	00011000000	512887	12/15/2018	1.75
Delta	00011000000	512887	1/15/2019	15.5
Delta	00011000000	512887	12/31/2018	14.25
Delta	00011000000	512887	1/15/2019	35.75
Delta	00011000000	514131	12/15/2018	76.5
Delta	00011000000	514131	12/31/2018	27
Delta	00011000000	514131	12/31/2018	32.5
Delta	00011000000	514131	1/15/2019	31.5
Delta	00011000000	514131	1/15/2019	60.5
Delta	00011000000	514131	12/15/2018	11.25
Delta	00011000000	514131	12/15/2018	8.5
Delta	00011000000	514131	11/30/2018	58.25
Delta	00011000000	514131	11/30/2018	10.75
Delta	00011000000	514131	11/30/2018	2
Delta	00011000000	514131	11/15/2018	83.5
Delta	00011000000	514131	11/15/2018	18.25
Delta	00011000000	514131	11/15/2018	4
Delta	00011000000	514131	10/31/2018	70.5
Delta	00011000000	514131	9/30/2018	45.5
Delta	00011000000	514131	10/15/2018	30.25
Delta	00011000000	514131	10/15/2018	54.5
Delta	00011000000	514131	9/30/2018	40.75
Delta	00011000000	514131	10/31/2018	36.5
Delta	00011000000	514131	10/31/2018	11.25
Delta	00011000000	514131	9/15/2018	61.25
Delta	00011000000	514131	9/15/2018	27.75
Delta	00011000000	514131	8/31/2018	45.75
Delta	00011000000	514131	8/31/2018	20.75
Delta	00011000000	514131	8/31/2018	4.5
Delta	00011000000	514131	8/15/2018	20.5
Delta	00011000000	514131	8/15/2018	5.25
Delta	00011000000	522544	10/15/2018	59.5
Delta	00011000000	522544	9/30/2018	52.25
Delta	00011000000	522544	9/15/2018	49.25
Delta	00011000000	522544	8/31/2018	77.5
Delta	00011000000	522544	8/15/2018	38.75
Delta	00011000000	522544	10/31/2018	52.25
Delta	00011000000	522544	1/15/2019	3.25
Delta	00011000000	522544	10/31/2018	55.25
Delta	00011000000	522544	11/15/2018	24.5
Delta	00011000000	522544	11/30/2018	16.5
Delta	00011000000	522544	12/15/2018	29.25
Delta	00011000000	522544	12/31/2018	7.25
Delta	00011000000	522544	10/31/2018	-52.25
Delta	00011000000	552721	1/15/2019	3.75
Delta	00011000000	552721	1/15/2019	10
Delta	00011000000	579920	1/15/2019	7
Delta	00011000000	579920	1/15/2019	12.25
Delta	00011000000	591974	10/15/2018	9.5
Delta	00011000000	591974	10/31/2018	32.5
Delta	00011000000	591974	11/15/2018	7
Delta	00011000000	21659	12/15/2018	18.75
Delta	00011000000	21659	10/31/2018	3
Delta	00011000000	21659	12/15/2018	6.5
Delta	00011000000	21659	11/30/2018	31
Delta	00011000000	21659	11/30/2018	13
Delta	00011000000	21659	11/15/2018	18.75
Delta	00011000000	21659	11/15/2018	12.5
Delta	00011000000	21659	11/15/2018	5
Delta	00011000000	21659	10/31/2018	63
Delta	00011000000	21659	12/31/2018	6.5
Delta	00011000000	21659	12/31/2018	18.75
Delta	00011000000	21659	1/15/2019	11
Delta	00011000000	21659	1/15/2019	21
Delta	00011000000	21659	8/15/2018	1
Delta	00011000000	21659	8/15/2018	41.5
Delta	00011000000	21659	8/31/2018	2
Delta	00011000000	21659	8/31/2018	4
Delta	00011000000	21659	8/31/2018	66.75
Delta	00011000000	21659	9/15/2018	4.5
Delta	00011000000	21659	9/15/2018	5.25
Delta	00011000000	21659	9/15/2018	51
Delta	00011000000	21659	9/30/2018	2.75
Delta	00011000000	21659	9/30/2018	56.75
Delta	00011000000	21659	10/15/2018	1.5
Delta	00011000000	21659	10/15/2018	1.75
Delta	00011000000	21659	10/15/2018	62
Delta	00011000000	21659	10/31/2018	-56.75
Delta	00011000000	21659	10/31/2018	56.75
Delta	00011000000	21659	10/31/2018	-2.75
Delta	00011000000	21659	10/31/2018	2.75
Delta	00011000000	21659	10/31/2018	1.75
Delta	00011000000	21659	12/15/2018	16
Delta	00011000000	527970	11/15/2018	6
Delta	00011000000	527970	10/31/2018	8.5
Delta	00011000000	527970	10/15/2018	6.5
Delta	00011000000	527970	9/30/2018	6.5
Delta	00011000000	527970	9/15/2018	8.5
Delta	00011000000	527970	8/31/2018	20
Delta	00011000000	527970	1/15/2019	10
Delta	00011000000	527970	11/30/2018	5
Delta	00011000000	527970	12/15/2018	8
Delta	00011000000	527970	12/31/2018	5.5
Delta	00011000000	500296	8/15/2018	3
Delta	00011000000	500296	1/15/2019	9.25
Delta	00011000000	500296	8/31/2018	3.25
Delta	00011000000	500296	8/31/2018	8
Delta	00011000000	500296	9/15/2018	1.75
Delta	00011000000	500296	9/30/2018	1
Delta	00011000000	500296	9/30/2018	2
Delta	00011000000	500296	9/30/2018	3.5
Delta	00011000000	500296	10/15/2018	1.75
Delta	00011000000	500296	10/15/2018	13.75
Delta	00011000000	500296	10/31/2018	3
Delta	00011000000	500296	10/31/2018	3.75
Delta	00011000000	500296	11/15/2018	4
Delta	00011000000	500296	11/30/2018	1.25
Delta	00011000000	500296	11/30/2018	4.75
Delta	00011000000	500296	12/15/2018	0.5
Delta	00011000000	500296	12/31/2018	3
Delta	00011000000	500296	12/31/2018	5.5
Delta	00011000000	500296	1/15/2019	1.25
Delta	00011000000	500296	1/15/2019	6.25
Delta	00011000000	500296	8/31/2018	1
Delta	00011005300	510796	1/15/2019	20.75
Delta	00011005300	513135	1/15/2019	64
Delta	00011005300	536508	1/15/2019	16.5
Delta	00011005300	595823	1/15/2019	20
Delta	00011005300	512887	1/15/2019	1
Delta	00011005300	591974	1/15/2019	6
Delta	00012000000	587561	12/31/2018	8
Delta	00012000000	587561	12/31/2018	12
Delta	00012000000	587561	12/31/2018	60
Delta	00012000000	598598	12/15/2018	60
Delta	00012000000	598598	11/30/2018	12
Delta	00012000000	598598	11/15/2018	48
Delta	00012000000	598598	10/31/2018	24
Delta	00012000000	599600	12/31/2018	20
Delta	00012000000	599600	12/31/2018	8
Delta	00012000000	599600	12/31/2018	1
Delta	00012000000	599600	12/31/2018	0.75
Delta	00012000000	599600	12/15/2018	4
Delta	00012000000	599600	12/15/2018	1.25
Delta	00012000000	599600	11/15/2018	28
Delta	00012000000	599600	10/31/2018	14
Delta	00012000000	599600	11/15/2018	7
Delta	00012000000	600979	11/15/2018	22.5
Delta	00012000000	600979	11/15/2018	18
Delta	00012000000	600979	11/30/2018	25
Delta	00012000000	600979	12/15/2018	7
Delta	00012000000	600979	12/15/2018	13
Delta	00012000000	600979	12/31/2018	9
Delta	00012000000	600979	12/31/2018	24
Delta	00012000000	600979	11/30/2018	14
Delta	00012000000	600979	10/31/2018	10.5
Delta	00012000000	600979	10/31/2018	31.25
Delta	00012000000	601815	12/31/2018	24.25
Delta	00012000000	601815	12/15/2018	45
Delta	00012000000	601815	11/30/2018	17
Delta	00012000000	602004	12/15/2018	17.75
Delta	00012000000	602004	12/31/2018	24
Delta	00012000000	602004	12/31/2018	40
Delta	00012000000	602004	1/15/2019	63.25
Delta	00012000000	546724	11/30/2018	3.75
Delta	00012000000	546724	11/30/2018	18.5
Delta	00012000000	546724	9/30/2018	11.75
Delta	00012000000	546724	9/30/2018	35.25
Delta	00012000000	546724	10/31/2018	35.5
Delta	00012000000	546724	10/31/2018	24.25
Delta	00012000000	546724	12/15/2018	31.25
Delta	00012000000	546724	12/15/2018	8.5
Delta	00012000000	571375	12/31/2018	9
Delta	00012000000	571375	12/31/2018	8
Delta	00012000000	571375	12/15/2018	24.5
Delta	00012000000	571375	12/31/2018	6.5
Delta	00012000000	571375	11/30/2018	16
Delta	00012000000	571375	12/15/2018	16
Delta	00012000000	571375	11/30/2018	6
Delta	00012000000	571375	11/15/2018	29
Delta	00012000000	571375	11/15/2018	29
Delta	00012000000	571375	10/31/2018	31.5
Delta	00012000000	571375	10/31/2018	13
Delta	00012000000	571375	10/31/2018	-8
Delta	00012000000	571375	9/15/2018	16
Delta	00012000000	571375	9/30/2018	8
Delta	00012000000	571375	9/30/2018	29
Delta	00012000000	571375	10/15/2018	8
Delta	00012000000	571375	10/15/2018	14
Delta	00012000000	571375	10/31/2018	8
Delta	00012000000	571375	10/31/2018	-29
Delta	00012000000	571375	10/31/2018	29
Delta	00012000000	571375	10/31/2018	-8
Delta	00012000000	571375	10/31/2018	8
Delta	00012000000	571375	10/31/2018	-14
Delta	00012000000	571375	10/31/2018	14
Delta	00012000000	574806	1/15/2019	6
Delta	00012000000	574806	1/15/2019	15
Delta	00012000000	577606	1/15/2019	2
Delta	00012000000	577606	11/30/2018	41
Delta	00012000000	577606	11/15/2018	39
Delta	00012000000	577606	10/31/2018	44.5
Delta	00012000000	577606	10/31/2018	5
Delta	00012000000	577606	10/15/2018	36.5
Delta	00012000000	578947	11/30/2018	34.5
Delta	00012000000	578947	11/30/2018	3
Delta	00012000000	578947	11/30/2018	38.5
Delta	00012000000	578947	10/31/2018	41.75
Delta	00012000000	578947	10/15/2018	46.25
Delta	00012000000	578947	9/30/2018	76
Delta	00012000000	578947	12/15/2018	37.5
Delta	00012000000	578947	12/31/2018	38.5
Delta	00012000000	578947	1/15/2019	22.25
Delta	00012000000	587199	8/31/2018	4
Delta	00012000000	587199	9/15/2018	0.5
Delta	00012000000	587199	9/30/2018	4
Delta	00012000000	587199	9/30/2018	4.5
Delta	00012000000	587199	11/15/2018	2
Delta	00012000000	587199	11/30/2018	1
Delta	00012000000	587199	11/30/2018	3
Delta	00012000000	587199	12/15/2018	4
Delta	00012000000	587199	12/15/2018	10
Delta	00012000000	587199	12/31/2018	14
Delta	00012000000	587381	10/31/2018	14
Delta	00012000000	587381	10/15/2018	36
Delta	00012000000	587381	11/15/2018	50
Delta	00012000000	587381	11/30/2018	17
Delta	00012000000	587381	12/15/2018	32
Delta	00012000000	587561	1/15/2019	6
Delta	00012000000	587561	1/15/2019	18
Delta	00012000000	587985	10/15/2018	1.5
Delta	00012000000	587985	10/31/2018	1.5
Delta	00012000000	587985	9/30/2018	3.5
Delta	00012000000	589666	11/30/2018	19
Delta	00012000000	589666	11/15/2018	14.5
Delta	00012000000	589666	10/31/2018	-26
Delta	00012000000	589666	10/31/2018	26
Delta	00012000000	589666	10/31/2018	21
Delta	00012000000	589666	10/15/2018	23
Delta	00012000000	589666	9/30/2018	26
Delta	00012000000	589666	9/15/2018	9
Delta	00012000000	589670	11/15/2018	19
Delta	00012000000	589670	12/15/2018	35
Delta	00012000000	589670	10/31/2018	52
Delta	00012000000	589670	12/31/2018	35
Delta	00012000000	589670	11/30/2018	23
Delta	00012000000	592981	10/15/2018	28
Delta	00012000000	592981	10/31/2018	6
Delta	00012000000	592981	10/31/2018	16
Delta	00012000000	592981	11/15/2018	7
Delta	00012000000	592981	11/30/2018	2
Delta	00012000000	592981	11/30/2018	9
Delta	00012000000	592981	12/15/2018	19
Delta	00012000000	592981	12/31/2018	4
Delta	00012000000	592981	12/31/2018	7
Delta	00012000000	592981	1/15/2019	2
Delta	00012000000	592981	10/15/2018	5
Delta	00012000000	592981	9/30/2018	28
Delta	00012000000	592981	9/30/2018	7
Delta	00012000000	592981	9/15/2018	32
Delta	00012000000	592981	8/31/2018	10
Delta	00012000000	592981	11/15/2018	18
Delta	00012000000	595674	12/15/2018	20
Delta	00012000000	595674	11/30/2018	24
Delta	00012000000	599856	11/30/2018	32
Delta	00012000000	599856	1/15/2019	4
Delta	00012000000	600091	12/31/2018	14.5
Delta	00012000000	600091	12/15/2018	5.5
Delta	00012000000	600091	9/30/2018	2.5
Delta	00012000000	600091	10/15/2018	10
Delta	00012000000	600091	10/15/2018	32.5
Delta	00012000000	600091	10/31/2018	11.5
Delta	00012000000	600091	10/31/2018	14
Delta	00012000000	600091	9/30/2018	1
Delta	00012000000	600091	12/31/2018	13.5
Delta	00012000000	600091	12/15/2018	29.5
Delta	00012000000	600091	11/30/2018	4.75
